"borough","year","month","day","julian","measles","pertussis","popsize","birthrate","dpopdt","exit.rate"
"Kensington",1961,"Nov",12,6526,1,,170280.432523665,3325.30407364339,3390.98742834512,-0.000385736362823750
"Kensington",1961,"Nov",19,6533,1,,170345.351537067,3326.59086186935,3383.28073748497,-0.000332793792751590
"Kensington",1961,"Nov",26,6540,1,,170410.094415705,3327.83365446420,3372.60650772299,-0.000262735921908277
"Kensington",1961,"Dec",3,6547,3,,170474.604286829,3329.03295737164,3358.96473905919,-0.000175579124015356
"Kensington",1961,"Dec",10,6554,0,,170538.824277688,3330.18927653532,3342.35543149377,-7.13395029547081e-05
"Kensington",1961,"Dec",17,6561,2,,170602.697515531,3331.30311789895,3322.77858502635,4.99671634548394e-05
"Kensington",1961,"Dec",24,6568,0,,170666.167127607,3332.37498740619,3300.23419965711,0.000188325479443441
"Kensington",1961,"Dec",31,6575,4,,170729.176241165,3333.40539100072,3274.72227538604,0.000343720487070078
"Kensington",1962,"Jan",7,6582,2,,170791.667983453,3334.39483462623,3246.24281221314,0.000516137721786417
"Kensington",1962,"Jan",14,6589,1,,170853.585481722,3335.34382422638,3214.79581013842,0.000705563267800728
"Kensington",1962,"Jan",21,6596,3,,170914.871863220,3336.25286574485,3180.38126916187,0.00091198381325015
"Kensington",1962,"Jan",28,6603,2,,170975.470255195,3337.12246512533,3142.99918928350,0.00113538670519280
"Kensington",1962,"Feb",4,6610,4,,171035.323784897,3337.95312831150,3102.64957050330,0.00137576000443115
"Kensington",1962,"Feb",11,6617,6,,171094.375579574,3338.74536124701,3059.33241282181,0.00163309254017676
"Kensington",1962,"Feb",18,6624,6,,171152.568766476,3339.49966987558,3013.04771623799,0.00190737396458830
"Kensington",1962,"Feb",25,6631,5,,171209.846472852,3340.21656014086,2963.79548075235,0.00219859480715203
"Kensington",1962,"Mar",4,6638,3,,171266.151825951,3340.89653798654,2911.57570636489,0.00250674652898107
"Kensington",1962,"Mar",11,6645,10,,171321.427953021,3341.54010935629,2856.38839307560,0.00283182157700512
"Kensington",1962,"Mar",18,6652,0,,171375.617981312,3342.14778019380,2798.23354088448,0.00317381343808564
"Kensington",1962,"Mar",25,6659,1,,171428.665038072,3342.72005644273,2737.11114979154,0.00353271669307284
"Kensington",1962,"Apr",1,6666,1,,171480.512250551,3343.25744404678,2673.02121979677,0.00390852707082376
"Kensington",1962,"Apr",8,6673,6,,171531.102745998,3343.76044894961,2605.96375090017,0.00430124150220126
"Kensington",1962,"Apr",15,6680,3,,171580.379651660,3344.2295770949,2535.9387431026,0.00471085817407142
"Kensington",1962,"Apr",22,6687,1,,171628.286094789,3344.66533442634,2462.9461964024,0.00513737658335049
"Kensington",1962,"Apr",29,6694,2,,171674.765202632,3345.06822688761,2386.98611080036,0.00558079759105192
"Kensington",1962,"May",6,6701,8,,171719.760102438,3345.43876042238,2308.05848629650,0.00604112347645396
"Kensington",1962,"May",13,6708,2,,171763.213921456,3345.77744097432,2226.16332289081,0.00651835799134201
"Kensington",1962,"May",20,6715,2,,171805.069786936,3346.08477448712,2141.30062058330,0.00701250641437956
"Kensington",1962,"May",27,6722,1,,171845.270826127,3346.36126690446,2053.47037937396,0.00752357560563099
"Kensington",1962,"Jun",3,6729,2,,171883.760166276,3346.60742417001,1962.67259926280,0.00805157406126344
"Kensington",1962,"Jun",10,6736,4,,171920.480934634,3346.82375222745,1868.90728024982,0.00859651196845801
"Kensington",1962,"Jun",17,6743,5,,171955.376258448,3347.01075702046,1772.17442233616,0.00915840126055336
"Kensington",1962,"Jun",24,6750,2,,171988.389264969,3347.16894449273,1672.47402551956,0.0097372556724925
"Kensington",1962,"Jul",1,6757,0,,172019.463081446,3347.29882058792,1569.80608980112,0.0103330907965060
"Kensington",1962,"Jul",8,6764,1,,172048.558489111,3347.4007958527,1466.98433942121,0.0109295682157692
"Kensington",1962,"Jul",15,6771,4,,172075.710772042,3347.47487824202,1367.02806326712,0.0115091595791721
"Kensington",1962,"Jul",22,6778,3,,172100.974864642,3347.52096952612,1269.93819149566,0.0120718826820388
"Kensington",1962,"Jul",29,6785,4,,172124.405701427,3347.53897147470,1175.71472410682,0.0126177588734000
"Kensington",1962,"Aug",5,6792,4,,172146.058216906,3347.52878585742,1084.35766110061,0.0131468077061932
"Kensington",1962,"Aug",12,6799,1,,172165.987345594,3347.49031444397,995.867002477001,0.0136590469942619
"Kensington",1962,"Aug",19,6806,1,,172184.248022003,3347.42345900403,910.242748237017,0.0141544928689155
"Kensington",1962,"Aug",26,6813,0,,172200.895180645,3347.32812130728,827.484898378618,0.0146331598351174
"Kensington",1962,"Sep",2,6820,1,,172215.983756032,3347.2042031234,747.593452902851,0.0150950608272416
"Kensington",1962,"Sep",9,6827,2,,172229.568682678,3347.05160622207,670.568411809692,0.0155402072645472
"Kensington",1962,"Sep",16,6834,1,,172241.704895094,3346.87023237298,596.409775099153,0.0159686091063081
"Kensington",1962,"Sep",23,6841,1,,172252.447327793,3346.65998334579,525.117542771244,0.0163802749066619
"Kensington",1962,"Sep",30,6848,0,,172261.850915287,3346.4207609102,456.691714825945,0.0167752118691986
"Kensington",1962,"Oct",7,6855,2,,172269.97059209,3346.15246683588,391.132291263265,0.0171534259013120
"Kensington",1962,"Oct",14,6862,0,,172276.861292713,3345.85500289252,328.439272083206,0.0175149216683398
"Kensington",1962,"Oct",21,6869,3,,172282.577951668,3345.52827084979,268.612657286468,0.0178597026475104
"Kensington",1962,"Oct",28,6876,2,,172287.175503469,3345.17217247737,211.652446871614,0.0181877711817422
"Kensington",1962,"Nov",4,6883,3,,172290.708882628,3344.78660954495,157.558640839380,0.0184991285332562
"Kensington",1962,"Nov",11,6890,4,,172293.233023657,3344.3714838222,106.331239189766,0.0187937749371029
"Kensington",1962,"Nov",18,6897,10,,172294.802861069,3343.92669707880,57.970241922778,0.0190717096545604
"Kensington",1962,"Nov",25,6904,17,,172295.473329376,3343.45215108445,12.4756490384034,0.0193329310264480
"Kensington",1962,"Dec",2,6911,27,,172295.299363091,3342.94774760881,-30.1525394633514,0.0195774365263661
"Kensington",1962,"Dec",9,6918,24,,172294.335896726,3342.41338842157,-69.9143235824807,0.0198052228138795
"Kensington",1962,"Dec",16,6925,43,,172292.637864793,3341.8489752924,-106.809703318996,0.0200162857876594
"Kensington",1962,"Dec",23,6932,25,,172290.260201806,3341.254409991,-140.838678672504,0.0202106206385950
"Kensington",1962,"Dec",30,6939,42,,172287.257842275,3340.62959428703,-172.001249643814,0.0203882219029022
"Kensington",1963,"Jan",6,6946,34,,172283.685720716,3339.97442995019,-200.297416232499,0.0205490835152071
"Kensington",1963,"Jan",13,6953,34,,172279.598771638,3339.28881875014,-225.727178438569,0.0206931988616612
"Kensington",1963,"Jan",20,6960,21,,172275.051929555,3338.57266245657,-248.290536262019,0.0208205608330641
"Kensington",1963,"Jan",27,6967,23,,172270.10012898,3337.82586283916,-267.987489702849,0.0209311618780177
"Kensington",1963,"Feb",3,6974,31,,172264.798304425,3337.04832166759,-284.818038761057,0.0210249940561165
"Kensington",1963,"Feb",10,6981,38,,172259.201390402,3336.23994071154,-298.782183436648,0.0211020490911827
"Kensington",1963,"Feb",17,6988,29,,172253.364321423,3335.40062174070,-309.879923729618,0.0211623184245519
"Kensington",1963,"Feb",24,6995,44,,172247.342032003,3334.53026652474,-318.111259639887,0.0212057932684151
"Kensington",1963,"Mar",3,7002,55,,172241.189456651,3333.62877683335,-323.476191167652,0.0212324646592237
"Kensington",1963,"Mar",10,7009,32,,172234.961529882,3332.69605443619,-325.974718312797,0.0212423235111544
"Kensington",1963,"Mar",17,7016,40,,172228.713186208,3331.73200110296,-325.606841075323,0.0212353606696468
"Kensington",1963,"Mar",24,7023,47,,172222.499360140,3330.73651860333,-322.372559455228,0.0212115669650074
"Kensington",1963,"Mar",31,7030,26,,172216.374986193,3329.70950870698,-316.271873452514,0.0211709332660835
"Kensington",1963,"Apr",7,7037,45,,172210.394998877,3328.65087318360,-307.30478306718,0.0211134505340081
"Kensington",1963,"Apr",14,7044,50,,172204.614332706,3327.56051380287,-295.471288299226,0.0210391098760121
"Kensington",1963,"Apr",21,7051,57,,172199.087922192,3326.43833233446,-280.771389148654,0.0209479025993043
"Kensington",1963,"Apr",28,7058,39,,172193.870701847,3325.28423054808,-263.205085615686,0.0208398202650152
"Kensington",1963,"May",5,7065,31,,172189.017606184,3324.09811021337,-242.772377699907,0.0207148547421945
"Kensington",1963,"May",12,7072,24,,172184.583569716,3322.87987310002,-219.473265401511,0.0205729982618755
"Kensington",1963,"May",19,7079,26,,172180.623526954,3321.62942097772,-193.307748720492,0.0204142434711764
"Kensington",1963,"May",26,7086,18,,172177.192412412,3320.34665561615,-164.275827656852,0.0202385834874480
"Kensington",1963,"Jun",2,7093,17,,172174.345160602,3319.03147878499,-132.377502210594,0.0200460119524553
"Kensington",1963,"Jun",9,7100,32,,172172.136706036,3317.68379225392,-97.61277238172,0.0198365230865833
"Kensington",1963,"Jun",16,7107,8,,172170.621983226,3316.30349779262,-59.9816381702214,0.0196101117430579
"Kensington",1963,"Jun",23,7114,14,,172169.855926686,3314.89049717079,-19.4840995766011,0.0193667734621747
"Kensington",1963,"Jun",30,7121,5,,172169.893470927,3313.44469215807,23.8798434001033,0.0191065045255049
"Kensington",1963,"Jul",7,7128,3,,172170.783352696,3311.96604767634,68.9028658638176,0.0188363154227453
"Kensington",1963,"Jul",14,7135,18,,172172.529025018,3310.45499006623,113.125006076614,0.0185705001959112
"Kensington",1963,"Jul",21,7142,10,,172175.113846960,3308.91215041587,156.474122649659,0.0183094871107116
"Kensington",1963,"Jul",28,7149,16,,172178.521087063,3307.33816073582,198.950215582946,0.018053285192182
"Kensington",1963,"Aug",4,7156,2,,172182.734013868,3305.73365303664,240.553284876487,0.0178019032263321
"Kensington",1963,"Aug",11,7163,7,,172187.735895915,3304.09925932887,281.283330530277,0.0175553497644330
"Kensington",1963,"Aug",18,7170,2,,172193.510001745,3302.43561162309,321.140352544315,0.0173136331273377
"Kensington",1963,"Aug",25,7177,1,,172200.039599900,3300.74334192986,360.124350918137,0.0170767614098355
"Kensington",1963,"Sep",1,7184,4,,172207.307958919,3299.0230822597,398.235325652682,0.0168447424850228
"Kensington",1963,"Sep",8,7191,2,,172215.298347344,3297.27546462319,435.473276747475,0.0166175840087313
"Kensington",1963,"Sep",15,7198,2,,172223.994033715,3295.50112103088,471.838204202516,0.0163952934239557
"Kensington",1963,"Sep",22,7205,3,,172233.378286574,3293.70068349333,507.3301080178,0.0161778779653232
"Kensington",1963,"Sep",29,7212,2,,172243.434374460,3291.8747840211,541.948988193338,0.0159653446635845
"Kensington",1963,"Oct",6,7219,0,,172254.145565915,3290.02405462474,575.694844729124,0.0157577003501314
"Kensington",1963,"Oct",13,7226,0,,172265.495129480,3288.14912731481,608.567677625153,0.0155549516615362
"Kensington",1963,"Oct",20,7233,0,,172277.466333695,3286.25063410187,640.567486881436,0.0153571050441144
"Kensington",1963,"Oct",27,7240,0,,172290.042447101,3284.3292069965,671.694272497602,0.0151641667585116
"Kensington",1963,"Nov",3,7247,2,,172303.206738240,3282.3854780092,701.948034474391,0.0149761428842991
"Kensington",1963,"Nov",10,7254,1,,172316.942475650,3280.42007915055,731.328772811425,0.0147930393246116
"Kensington",1963,"Nov",17,7261,2,,172331.232927875,3278.43364243112,759.83648750871,0.0146148618107811
"Kensington",1963,"Nov",24,7268,1,,172346.061363453,3276.42679986146,787.471178566244,0.0144416159069998
"Kensington",1963,"Dec",1,7275,2,,172361.411050927,3274.40018345212,814.232845984027,0.0142733070149977
"Kensington",1963,"Dec",8,7282,2,,172377.265258836,3272.35442521367,840.121489762053,0.0141099403787353
"Kensington",1963,"Dec",15,7289,1,,172393.607255722,3270.29015715665,865.137109900332,0.0139515210891121
"Kensington",1963,"Dec",22,7296,0,,172410.420310126,3268.20801129163,889.27970639886,0.0137980540886893
"Kensington",1963,"Dec",29,7303,1,,172427.687690587,3266.10861962918,912.549279257363,0.0136495441764269
"Kensington",1964,"Jan",5,7310,0,,172445.392665648,3263.99261417981,934.945828476394,0.0135059960124257
"Kensington",1964,"Jan",12,7317,0,,172463.518503848,3261.86062695411,956.469354055676,0.0133674141226975
"Kensington",1964,"Jan",19,7324,1,,172482.048473729,3259.71328996263,977.119855995206,0.01323380290393
"Kensington",1964,"Jan",26,7331,2,,172500.965843831,3257.55123521593,996.897334294982,0.0131051666282702
"Kensington",1964,"Feb",2,7338,2,,172520.253882695,3255.37509472456,1015.80178895501,0.0129815094481158
"Kensington",1964,"Feb",9,7345,5,,172539.895858862,3253.18550049908,1033.83321997528,0.0128628354009163
"Kensington",1964,"Feb",16,7352,2,,172559.875040873,3250.98308455004,1050.99162735581,0.0127491484139817
"Kensington",1964,"Feb",23,7359,4,,172580.174697268,3248.76847888801,1067.27701109658,0.0126404523092997
"Kensington",1964,"Mar",1,7366,11,,172600.778096589,3246.54231552357,1082.68937119742,0.012536750808361
"Kensington",1964,"Mar",8,7373,15,,172621.668507375,3244.30522646721,1097.22870765870,0.0124380475369857
"Kensington",1964,"Mar",15,7380,7,,172642.829198169,3242.05784372953,1110.89502048022,0.0123443460301675
"Kensington",1964,"Mar",22,7387,8,,172664.243437510,3239.80079932107,1123.68830966200,0.0122556497369123
"Kensington",1964,"Mar",29,7394,8,,172685.894493939,3237.5347252524,1135.60857520402,0.0121719620250868
"Kensington",1964,"Apr",5,7401,4,,172707.765635998,3235.26025353407,1146.65581710629,0.0120932861862724
"Kensington",1964,"Apr",12,7408,0,,172729.840132226,3232.97801617664,1156.83003536881,0.0120196254406217
"Kensington",1964,"Apr",19,7415,4,,172752.101251165,3230.68864519066,1166.13122999158,0.0119509829417207
"Kensington",1964,"Apr",26,7422,1,,172774.532261356,3228.3927725867,1174.55940097459,0.0118873617814532
"Kensington",1964,"May",3,7429,3,,172797.116431339,3226.09103037533,1182.11454831777,0.0118287649948703
"Kensington",1964,"May",10,7436,3,,172819.837029655,3223.78405056705,1188.79667202130,0.0117751955650587
"Kensington",1964,"May",17,7443,5,,172842.677324845,3221.47246517246,1194.60577208507,0.0117266564280189
"Kensington",1964,"May",24,7450,3,,172865.62058545,3219.1569062021,1199.54184850909,0.0116831504775392
"Kensington",1964,"May",31,7457,1,,172888.65008001,3216.83800566654,1203.60490129335,0.0116446805700750
"Kensington",1964,"Jun",7,7464,3,,172911.749077067,3214.51639557633,1206.79493043787,0.0116112495296292
"Kensington",1964,"Jun",14,7471,3,,172934.90084516,3212.19270794202,1209.11193594263,0.0115828601526355
"Kensington",1964,"Jun",21,7478,7,,172958.088652831,3209.86757477417,1210.55591780765,0.0115595152128423
"Kensington",1964,"Jun",28,7485,3,,172981.295768621,3207.54162808335,1211.12687603291,0.0115412174661984
"Kensington",1964,"Jul",5,7492,8,,173004.506864070,3205.21546332536,1211.11590896026,0.0115262867454191
"Kensington",1964,"Jul",12,7499,2,,173027.717846582,3202.88929691431,1211.11590896026,0.0115112966450849
"Kensington",1964,"Jul",19,7506,11,,173050.928829095,3200.56313050326,1211.11590896026,0.0114963105659362
"Kensington",1964,"Jul",26,7513,16,,173074.139811608,3198.23696409222,1211.11590896026,0.0114813285063554
"Kensington",1964,"Aug",2,7520,18,,173097.350794120,3195.91079768117,1211.11590896026,0.0114663504647255
"Kensington",1964,"Aug",9,7527,7,,173120.561776633,3193.58463127012,1211.11590896026,0.0114513764394303
"Kensington",1964,"Aug",16,7534,6,,173143.772759145,3191.25846485907,1211.11590896026,0.0114364064288545
"Kensington",1964,"Aug",23,7541,4,,173166.983741658,3188.93229844803,1211.11590896026,0.0114214404313839
"Kensington",1964,"Aug",30,7548,8,,173190.194724171,3186.60613203698,1211.11590896026,0.0114064784454048
"Kensington",1964,"Sep",6,7555,6,,173213.405706683,3184.27996562596,1211.11590896026,0.0113915204693049
"Kensington",1964,"Sep",13,7562,1,,173236.616689196,3181.95379921491,1211.11590896026,0.0113765665014720
"Kensington",1964,"Sep",20,7569,4,,173259.827671708,3179.62763280387,1211.11590896026,0.0113616165402954
"Kensington",1964,"Sep",27,7576,1,,173283.038654221,3177.30146639282,1211.11590896026,0.0113466705841649
"Kensington",1964,"Oct",4,7583,9,,173306.249636734,3174.97529998177,1211.11590896026,0.0113317286314715
"Kensington",1964,"Oct",11,7590,8,,173329.460619246,3172.64913357072,1211.11590896026,0.0113167906806067
"Kensington",1964,"Oct",18,7597,5,,173352.671601759,3170.32296715968,1211.11590896026,0.0113018567299631
"Kensington",1964,"Oct",25,7604,6,,173375.882584271,3167.99680074863,1211.11590896026,0.0112869267779341
"Kensington",1964,"Nov",1,7611,12,,173399.093566784,3165.67063433758,1211.11590896026,0.0112720008229140
"Kensington",1964,"Nov",8,7618,7,,173422.304549296,3163.34446792656,1211.11590896026,0.0112570788632979
"Kensington",1964,"Nov",15,7625,11,,173445.515531809,3161.01830151551,1211.11590896026,0.0112421608974817
"Kensington",1964,"Nov",22,7632,9,,173468.726514322,3158.69213510447,1211.11590896026,0.0112272469238622
"Kensington",1964,"Nov",29,7639,30,,173491.937496834,3156.36596869342,1211.11590896026,0.0112123369408371
"Kensington",1964,"Dec",6,7646,17,,173515.148479347,3154.03980228237,1211.11590896026,0.0111974309468051
"Kensington",1964,"Dec",13,7653,23,,173538.359461859,3151.71363587132,1211.11590896026,0.0111825289401654
"Kensington",1964,"Dec",20,7660,16,,173561.570444372,3149.38746946028,1211.11590896026,0.0111676309193183
"Kensington",1964,"Dec",27,7667,24,,173584.781426885,3147.06130304923,1211.11590896026,0.0111527368826651
"Kensington",1965,"Jan",3,7674,42,,173607.992409397,3144.73513663818,1211.11590896026,0.0111378468286075
"Kensington",1965,"Jan",10,7681,32,,173631.203391910,3142.40897022716,1211.11590896026,0.0111229607555487
"Kensington",1965,"Jan",17,7688,22,,173654.414374422,3140.08280381611,1211.11590896026,0.0111080786618919
"Kensington",1965,"Jan",24,7695,21,,173677.625356935,3137.75663740507,1211.11590896026,0.0110932005460419
"Kensington",1965,"Jan",31,7702,46,,173700.836339447,3135.43047099402,1211.11590896026,0.0110783264064040
"Kensington",1965,"Feb",7,7709,53,,173724.04732196,3133.10430458297,1211.11590896026,0.0110634562413845
"Kensington",1965,"Feb",14,7716,75,,173747.258304473,3130.77813817193,1211.11590896026,0.0110485900493904
"Kensington",1965,"Feb",21,7723,56,,173770.469286985,3128.45197176088,1211.11590896026,0.0110337278288298
"Kensington",1965,"Feb",28,7730,75,,173793.680269498,3126.12580534983,1211.11590896026,0.0110188695781113
"Kensington",1965,"Mar",7,7737,52,,173816.891252010,3123.79963893881,1211.11590896026,0.0110040152956448
"Kensington",1965,"Mar",14,7744,57,,173840.102234523,3121.47347252776,1211.11590896026,0.0109891649798405
"Kensington",1965,"Mar",21,7751,35,,173863.313217035,3119.14730611672,1211.11590896026,0.0109743186291098
"Lambeth",1944,"Jan",2,2,1,5,163196.139353077,3092.79673899246,-654.769550050807,0.0229635719564135
"Lambeth",1944,"Jan",9,9,1,3,163183.367934993,3092.02623798728,-677.273514919237,0.0230985534898881
"Lambeth",1944,"Jan",16,16,3,3,163170.208099696,3091.16771246169,-695.303660594096,0.0232056538822472
"Lambeth",1944,"Jan",23,23,4,5,163156.745587732,3090.22126233083,-708.859987075093,0.0232848555278586
"Lambeth",1944,"Jan",30,30,3,8,163143.066139648,3089.18698750985,-717.942494362226,0.0233361403089803
"Lambeth",1944,"Feb",6,37,4,5,163129.255495988,3088.06498791387,-722.551182455495,0.0233594897419432
"Lambeth",1944,"Feb",13,44,2,6,163115.399397299,3086.85536345803,-722.686051354901,0.0233548851235932
"Lambeth",1944,"Feb",20,51,2,8,163101.583584126,3085.55821405748,-718.347101060444,0.0233223076779994
"Lambeth",1944,"Feb",27,58,3,7,163087.893797016,3084.17363962733,-709.534331572124,0.0232617387034333
"Lambeth",1944,"Mar",5,65,1,8,163074.415776513,3082.70174008273,-696.24774288994,0.0231731597196188
"Lambeth",1944,"Mar",12,72,2,8,163061.235263165,3081.14261533883,-678.48733501413,0.0230565526152509
"Lambeth",1944,"Mar",19,79,7,13,163048.437997516,3079.49636531073,-656.253107944272,0.0229118997957644
"Lambeth",1944,"Mar",26,86,3,12,163036.109720113,3077.76308991359,-629.545061680551,0.0227391843313640
"Lambeth",1944,"Apr",2,93,2,7,163024.336171501,3075.94288906253,-598.363196222966,0.0225383901052671
"Lambeth",1944,"Apr",9,100,12,5,163013.203092226,3074.03586267269,-562.707511571518,0.0223095019621613
"Lambeth",1944,"Apr",16,107,11,12,163002.796222834,3072.04211065922,-522.578007726208,0.0220525058568405
"Lambeth",1944,"Apr",23,114,15,7,162993.201303871,3069.96173293723,-477.974684687033,0.0217673890029916
"Lambeth",1944,"Apr",30,121,20,6,162984.504075882,3067.79482942188,-428.897542453995,0.0214541400220961
"Lambeth",1944,"May",7,128,18,6,162976.790279414,3065.54150002829,-375.346581027093,0.0211127490924087
"Lambeth",1944,"May",14,135,34,7,162970.145655012,3063.20184467162,-317.321800407044,0.0207432080979717
"Lambeth",1944,"May",21,142,13,8,162964.655943222,3060.77596326697,-254.823200592469,0.0203455107775923
"Lambeth",1944,"May",28,149,36,11,162960.406884589,3058.26395572948,-187.85078158403,0.0199196528737956
"Lambeth",1944,"Jun",4,156,25,10,162957.484219660,3055.66592197429,-116.404543381728,0.0194656322816091
"Lambeth",1944,"Jun",11,163,29,25,162955.973688981,3052.98196191655,-40.4844859855620,0.0189834491971821
"Lambeth",1944,"Jun",18,170,22,12,162955.961033097,3050.21217547138,39.9093906044671,0.0184731062661495
"Lambeth",1944,"Jun",25,177,9,15,162957.531992554,3047.35666255392,124.777086388360,0.0179346087316731
"Lambeth",1944,"Jul",2,184,8,9,162960.772613457,3044.41554809575,214.362104983619,0.0173664704562061
"Lambeth",1944,"Jul",9,191,14,13,162965.836766384,3041.39450987081,316.967718504233,0.0167177786794181
"Lambeth",1944,"Jul",16,198,2,14,162973.031171056,3038.31173953243,436.669090795162,0.0159636390760051
"Lambeth",1944,"Jul",23,205,6,13,162982.683466931,3035.18714144865,573.466221859233,0.0151041869432031
"Lambeth",1944,"Jul",30,212,9,10,162995.121293465,3032.04061998766,727.359111695141,0.0141395735651685
"Lambeth",1944,"Aug",6,219,6,4,163010.672290114,3028.89207951757,898.347760302882,0.0130699682989032
"Lambeth",1944,"Aug",13,226,4,5,163029.664096334,3025.76142440651,1086.43216768245,0.0118955606482640
"Lambeth",1944,"Aug",20,233,4,6,163052.424351582,3022.66855902262,1291.61233383386,0.0106165623238828
"Lambeth",1944,"Aug",27,240,3,4,163079.280695314,3019.63338773401,1513.88825875710,0.00923320928665453
"Lambeth",1944,"Sep",3,247,0,5,163110.560766987,3016.67581490883,1753.25994245216,0.00774576377222769
"Lambeth",1944,"Sep",10,254,3,5,163146.592206055,3013.81574491524,2009.72738491592,0.00615451629373385
"Lambeth",1944,"Sep",17,261,1,1,163187.702651976,3011.07308212128,2283.29058615445,0.00445978761965259
"Lambeth",1944,"Sep",24,268,0,1,163234.219744207,3008.46773089514,2573.94954616481,0.00266193072390844
"Lambeth",1944,"Oct",1,275,0,5,163286.471122203,3006.01959560493,2881.70426494701,0.000761332704439942
"Lambeth",1944,"Oct",8,282,1,7,163344.78442542,3003.74858061878,3206.55474250102,-0.00124158333304382
"Lambeth",1944,"Oct",15,289,2,2,163409.487293315,3001.67459030483,3548.50097882688,-0.00334635642996974
"Lambeth",1944,"Oct",22,296,3,2,163480.907365345,2999.81752903121,3907.54297392457,-0.00555248597235144
"Lambeth",1944,"Oct",29,303,6,0,163559.372280964,2998.19730116603,4283.68072779409,-0.00785942993483637
"Lambeth",1944,"Nov",5,310,3,1,163645.209679631,2996.83381107744,4676.91424043545,-0.0102666031755351
"Lambeth",1944,"Nov",12,317,1,4,163738.747200799,2995.74696313357,5087.24351184366,-0.012773375785911
"Lambeth",1944,"Nov",19,324,11,4,163840.312483927,2994.95666170252,5514.66854202847,-0.0153790715003252
"Lambeth",1944,"Nov",26,331,4,1,163950.233168471,2994.48281115245,5959.18933098512,-0.0180829661692900
"Lambeth",1944,"Dec",3,338,17,5,164068.836893887,2994.34531585146,6420.8058787136,-0.0208842863015981
"Lambeth",1944,"Dec",10,345,16,1,164196.451299630,2994.56408016771,6899.51818521391,-0.0237822076795091
"Lambeth",1944,"Dec",17,352,23,1,164333.404025158,2995.15900846931,7395.32625048606,-0.0267758540518221
"Lambeth",1944,"Dec",24,359,18,8,164480.022709927,2996.15000512439,7908.23007453002,-0.0298642959094702
"Lambeth",1944,"Dec",31,366,19,9,164636.634993392,2997.55697450108,8438.22965734582,-0.0330465493482852
"Lambeth",1945,"Jan",7,373,10,1,164803.568515010,2999.39982096752,8985.32499893347,-0.0363215750235454
"Lambeth",1945,"Jan",14,380,15,4,164981.150914236,3001.69844889180,9549.51609928613,-0.0396882772008189
"Lambeth",1945,"Jan",21,387,23,9,165169.709830529,3004.4727626421,10130.8029584172,-0.0431455029078094
"Lambeth",1945,"Jan",28,394,18,4,165369.572903344,3007.74266658653,10729.1855763202,-0.0466920411909553
"Lambeth",1945,"Feb",4,401,51,4,165581.067772138,3011.52806509321,11344.6639529949,-0.0503266224818001
"Lambeth",1945,"Feb",11,408,53,6,165804.522076365,3015.84886253029,11977.2380884415,-0.0540479180765881
"Lambeth",1945,"Feb",18,415,66,3,166040.263455484,3020.72496326587,12626.9079826600,-0.0578545397331868
"Lambeth",1945,"Feb",25,422,80,2,166288.619548949,3026.17627166810,13293.6736356502,-0.0617450393889387
"Lambeth",1945,"Mar",4,429,86,4,166549.917996218,3032.22269210511,13977.5350474123,-0.0657179090028478
"Lambeth",1945,"Mar",11,436,182,4,166824.486436746,3038.88412894502,14678.4922179462,-0.0697715805252278
"Lambeth",1945,"Mar",18,443,154,5,167112.652509987,3046.18048655586,15396.5451472434,-0.0739044259976033
"Lambeth",1945,"Mar",25,450,162,1,167414.743855403,3054.13166930595,16131.6938353208,-0.0781147577856703
"Lambeth",1945,"Apr",1,457,147,1,167731.088112447,3062.75758156333,16883.9382821700,-0.0824008289467538
"Lambeth",1945,"Apr",8,464,158,2,168062.012920576,3072.07812769612,17653.278487791,-0.0867608337345441
"Lambeth",1945,"Apr",15,471,85,3,168407.845919246,3082.11321207246,18439.7144521839,-0.091192908241791
"Lambeth",1945,"Apr",22,478,106,6,168768.914747913,3092.88273906048,19243.2461753486,-0.095695131182254
"Lambeth",1945,"Apr",29,485,45,5,169145.547046033,3104.4066130283,20063.8736572852,-0.100265524812435
"Lambeth",1945,"May",6,492,57,2,169538.070453063,3116.70473834406,20901.5968979935,-0.104902055993219
"Lambeth",1945,"May",13,499,53,4,169946.812608459,3129.79701937587,21756.4158974737,-0.109602637391098
"Lambeth",1945,"May",20,506,42,2,170372.101151672,3143.70336049171,22628.3306557153,-0.114365128818114
"Lambeth",1945,"May",27,513,20,5,170814.263722168,3158.44366606003,23517.341172739,-0.119187338709565
"Lambeth",1945,"Jun",3,520,25,7,171273.627959400,3174.03784044879,24423.4474485345,-0.124067025736869
"Lambeth",1945,"Jun",10,527,23,4,171750.521502822,3190.50578802614,25346.6494831019,-0.129001900554413
"Lambeth",1945,"Jun",17,534,23,4,172245.271991892,3207.86741316019,26286.947276441,-0.133989627676789
"Lambeth",1945,"Jun",24,541,10,2,172758.207066065,3226.14262021908,27244.340828552,-0.139027827483461
"Lambeth",1945,"Jul",1,548,5,3,173289.654363797,3245.35131352095,28218.8213666655,-0.144114027723295
"Lambeth",1945,"Jul",8,555,11,2,173839.756191537,3265.50414296082,29181.9124815921,-0.149082171457239
"Lambeth",1945,"Jul",15,562,8,4,174407.952182530,3286.57667094258,30107.0765461609,-0.153780257950330
"Lambeth",1945,"Jul",22,569,12,0,174993.515466536,3308.53614563603,30994.3135603614,-0.158210304769949
