"borough","year","month","day","julian","measles","pertussis","popsize","birthrate","dpopdt","exit.rate"
"Battersea",1944,"Jan",2,2,1,14,87260.7985239474,1652.32117934915,-4613.21199268331,0.071802381802786
"Battersea",1944,"Jan",9,9,0,6,87172.406477391,1652.7878816511,-4609.90589045824,0.0718426165478594
"Battersea",1944,"Jan",16,16,0,13,87084.1481397999,1653.18392891394,-4599.25850698459,0.0717977102544682
"Battersea",1944,"Jan",23,23,4,6,86996.1642065036,1653.50390454947,-4581.26984226236,0.0716672258332252
"Battersea",1944,"Jan",30,30,5,7,86908.5953728307,1653.74239196949,-4555.93989629154,0.0714507266125061
"Battersea",1944,"Feb",6,37,3,14,86821.5823341096,1653.89397458579,-4523.26866907215,0.0711477777482422
"Battersea",1944,"Feb",13,44,2,6,86735.2657856688,1653.95323581016,-4483.25616060417,0.070757947656262
"Battersea",1944,"Feb",20,51,1,11,86649.786422837,1653.91475905441,-4435.90237088760,0.0702808094670273
"Battersea",1944,"Feb",27,58,2,14,86565.2849409426,1653.77312773034,-4381.20729992246,0.0697159425024713
"Battersea",1944,"Mar",5,65,2,18,86481.9020353141,1653.52292524973,-4319.17094770873,0.0690629337745089
"Battersea",1944,"Mar",12,72,2,10,86399.778401281,1653.15873502440,-4249.79331424728,0.0683213795046512
"Battersea",1944,"Mar",19,79,5,13,86319.0547341699,1652.67514046613,-4173.07439953648,0.0674908866639437
"Battersea",1944,"Mar",26,86,4,11,86239.8717293102,1652.06672498672,-4089.01420357709,0.0665710745324845
"Battersea",1944,"Apr",2,93,1,13,86162.3700820305,1651.32807199798,-3997.61272636911,0.0655615762773127
"Battersea",1944,"Apr",9,100,6,12,86086.6904876593,1650.45376491168,-3898.86996791255,0.0644620405476006
"Battersea",1944,"Apr",16,107,10,7,86012.9736415251,1649.43838713965,-3792.78592820742,0.0632721330857428
"Battersea",1944,"Apr",23,114,8,7,85941.3602389564,1648.27652209366,-3679.36060725369,0.0619915383528266
"Battersea",1944,"Apr",30,121,3,8,85871.9909752818,1646.96275318552,-3558.59400505139,0.0606199611667945
"Battersea",1944,"May",7,128,5,16,85805.0065458296,1645.49166382703,-3430.4861216005,0.0591571283514369
"Battersea",1944,"May",14,135,4,9,85740.5476459294,1643.85783743,-3295.03695690268,0.0576027903942034
"Battersea",1944,"May",21,142,2,19,85678.7549709079,1642.05585740619,-3152.24651095471,0.0559567231105168
"Battersea",1944,"May",28,149,9,9,85619.7692160945,1640.08030716742,-3002.11478375816,0.0542187293124934
"Battersea",1944,"Jun",4,156,5,7,85563.7310768178,1637.92577012549,-2844.64177531303,0.0523886404791551
"Battersea",1944,"Jun",11,163,4,11,85510.7812484061,1635.58682969219,-2679.82748561931,0.050466318425689
"Battersea",1944,"Jun",18,170,8,23,85461.0604261881,1633.05806927932,-2507.67191467701,0.0484516569687622
"Battersea",1944,"Jun",25,177,3,7,85414.7093054923,1630.33407229867,-2328.17506248613,0.0463445835848587
"Battersea",1944,"Jul",2,184,4,13,85371.8685258836,1627.40945151272,-2141.38136750587,0.04414558195919
"Battersea",1944,"Jul",9,191,2,5,85332.6663492262,1624.28533458506,-1948.80614446882,0.0418724930547805
"Battersea",1944,"Jul",16,198,1,10,85297.2031430122,1620.97753115316,-1751.19309486391,0.039534363399503
"Battersea",1944,"Jul",23,205,1,7,85265.5754569626,1617.50386030599,-1548.54221868647,0.0371315863644233
"Battersea",1944,"Jul",30,212,0,3,85237.8798408,1613.88214113260,-1340.85351593878,0.0346645841331341
"Battersea",1944,"Aug",6,219,0,4,85214.2128442466,1610.13019272203,-1128.12698662086,0.0321338082926125
"Battersea",1944,"Aug",13,226,0,6,85194.6710170244,1606.26583416330,-910.362630732709,0.0295397403951841
"Battersea",1944,"Aug",20,233,0,2,85179.3509088555,1602.30688454544,-687.560448274322,0.0268828924896363
"Battersea",1944,"Aug",27,240,1,1,85168.349069462,1598.27116295748,-459.720439245702,0.0241638076197146
"Battersea",1944,"Sep",3,247,0,4,85161.7620485659,1594.17648848844,-226.842603646849,0.0213830602882172
"Battersea",1944,"Sep",10,254,1,3,85159.6863958894,1590.04068022740,11.0730585193825,0.0185412568849506
"Battersea",1944,"Sep",17,261,0,4,85162.2186611544,1585.88155726328,254.026547258643,0.0156390360765947
"Battersea",1944,"Sep",24,268,3,3,85169.4553940832,1581.71693868517,502.017862568137,0.0126770691572609
"Battersea",1944,"Oct",1,275,4,2,85181.4931443977,1577.56464358210,755.047004447865,0.00965606035738207
"Battersea",1944,"Oct",8,282,0,8,85198.4284618202,1573.44249104308,1013.11397289782,0.00657674710979394
"Battersea",1944,"Oct",15,289,2,7,85220.3578960726,1569.36830015715,1276.21876791801,0.00343990027120791
"Battersea",1944,"Oct",22,296,4,4,85247.3779968771,1565.35989001333,1544.36138950844,0.000246324297571431
"Battersea",1944,"Oct",29,303,4,10,85279.5853139557,1561.43507970065,1817.5418376691,-0.00300314262816357
"Battersea",1944,"Nov",5,310,1,1,85317.0763970306,1557.61168830814,2095.76011239999,-0.00630762851726819
"Battersea",1944,"Nov",12,317,3,4,85359.9477958232,1553.90753492486,2379.01621369773,-0.00966622754674694
"Battersea",1944,"Nov",19,324,2,3,85408.2960600567,1550.34043863977,2667.31014156903,-0.0130780000826131
"Battersea",1944,"Nov",26,331,5,7,85462.2177394528,1546.92821854192,2960.64189601057,-0.0165419727554768
"Battersea",1944,"Dec",3,338,10,3,85521.8093837333,1543.68869372035,3259.01147702234,-0.020057138590291
"Battersea",1944,"Dec",10,345,16,2,85587.1675426205,1540.63968326408,3562.41888460434,-0.0236224571906000
"Battersea",1944,"Dec",17,352,27,4,85658.3887658365,1537.79900626214,3870.86411875657,-0.0272368549783526
"Battersea",1944,"Dec",24,359,18,0,85735.5696031033,1535.18448180356,4184.34717947903,-0.0308992254899486
"Battersea",1944,"Dec",31,366,37,5,85818.806604143,1532.81392897736,4502.86806677173,-0.0346084297290961
"Battersea",1945,"Jan",7,373,20,3,85908.1963186777,1530.70516687258,4826.42678063467,-0.0383632965769245
"Battersea",1945,"Jan",14,380,23,5,86003.8352964283,1528.87601457826,5155.02332106391,-0.0421626232596192
"Battersea",1945,"Jan",21,387,45,4,86105.8200871192,1527.34429118337,5488.65768806725,-0.0460051758740111
"Battersea",1945,"Jan",28,394,77,3,86214.2472404713,1526.12781577699,5827.32988164083,-0.0498896899704616
"Battersea",1945,"Feb",4,401,77,5,86329.2133062068,1525.24440744812,6171.03990178464,-0.0538148711938106
"Battersea",1945,"Feb",11,408,57,2,86450.8148340477,1524.7118852858,6519.78774849868,-0.0577793959814203
"Battersea",1945,"Feb",18,415,46,6,86579.148373716,1524.54806837905,6873.57342178296,-0.061781912318137
"Battersea",1945,"Feb",25,422,64,3,86714.310474934,1524.77077581691,7232.39692163747,-0.0658210405475164
"Battersea",1945,"Mar",4,429,79,7,86856.3976874237,1525.39782668840,7596.25824806221,-0.0698953742385385
"Battersea",1945,"Mar",11,436,126,0,87005.5065609072,1526.44704008254,7965.15740105718,-0.0740034811068802
"Battersea",1945,"Mar",18,443,152,0,87161.7336451046,1527.93623508835,8339.09438061793,-0.0781439039895937
"Battersea",1945,"Mar",25,450,128,3,87325.1754897417,1529.88323079488,8718.06918675332,-0.0823151618722238
"Battersea",1945,"Apr",1,457,148,3,87495.9286445389,1532.30584629115,9102.08181945892,-0.086515750966205
"Battersea",1945,"Apr",8,464,88,4,87674.0896592181,1535.22190066618,9491.13227873477,-0.0907441458359311
"Battersea",1945,"Apr",15,471,86,6,87859.7550835016,1538.64921300901,9885.22056458086,-0.0949988005730189
"Battersea",1945,"Apr",22,478,71,3,88053.0214671113,1542.60560240866,10284.3466769972,-0.0992781500161656
"Battersea",1945,"Apr",29,485,56,2,88253.9853597694,1547.10888795415,10688.5106159837,-0.103580611014499
"Battersea",1945,"May",6,492,37,1,88462.7433111979,1552.17688873451,11097.7123815405,-0.107904583732231
"Battersea",1945,"May",13,499,38,0,88679.391871119,1557.82742383878,11511.9519736675,-0.112248452992274
"Battersea",1945,"May",20,506,24,4,88904.027589252,1564.0783123559,11931.2293923598,-0.116610589656314
"Battersea",1945,"May",27,513,13,5,89136.7470153242,1570.94737337504,12355.5446376272,-0.120989352039043
"Battersea",1945,"Jun",3,520,9,1,89377.6466990553,1578.45242598517,12784.8977094649,-0.125383087353072
"Battersea",1945,"Jun",10,527,8,6,89626.8231901672,1586.61128927530,13219.2886078728,-0.129790133182737
"Battersea",1945,"Jun",17,534,2,4,89884.3730383821,1595.44178233448,13658.7173328509,-0.134208818983086
"Battersea",1945,"Jun",24,541,3,10,90150.392793422,1604.96172425171,14103.1838843992,-0.138637467601355
"Battersea",1945,"Jul",1,548,5,12,90424.979004591,1615.18893407486,14552.6845973270,-0.143074356285948
"Battersea",1945,"Jul",8,555,12,10,90708.1507910066,1626.13360560152,14995.3222624008,-0.147386850467298
"Battersea",1945,"Jul",15,562,7,3,90999.6337007098,1637.77702203206,15420.0096775466,-0.151453715746188
"Battersea",1945,"Jul",22,569,5,6,91299.0837179557,1650.09361599234,15826.7468427600,-0.155277059193306
"Battersea",1945,"Jul",29,576,0,5,91606.15682701,1663.05782010869,16215.5337580504,-0.158859147048628
"Battersea",1945,"Aug",5,583,3,2,91920.5090121282,1676.64406700700,16586.370423413,-0.162202391138182
"Battersea",1945,"Aug",12,590,1,0,92241.7962575688,1690.82678931327,16939.2568388478,-0.16530933555279
"Battersea",1945,"Aug",19,597,1,0,92569.6745475907,1705.58041965355,17274.1930043548,-0.16818264362264
"Battersea",1945,"Aug",26,604,2,1,92903.7998664526,1720.87939065385,17591.1789199339,-0.170825085218186
"Battersea",1945,"Sep",2,611,0,4,93243.8281984131,1736.69813494021,17890.2145855852,-0.173239524403395
"Battersea",1945,"Sep",9,618,2,7,93589.4155277312,1753.01108513864,18171.3000013087,-0.175428907463421
"Battersea",1945,"Sep",16,625,1,3,93940.2178386655,1769.79267387516,18434.4351671043,-0.177396251324958
"Battersea",1945,"Sep",23,632,1,2,94295.8911154704,1787.01733377561,18679.6200829694,-0.179144632383906
"Battersea",1945,"Sep",30,639,0,5,94656.0913424133,1804.65949746641,18906.8547489096,-0.180677175751710
"Battersea",1945,"Oct",7,646,1,7,95020.4745037486,1822.69359757338,19116.139164922,-0.181997044928105
"Battersea",1945,"Oct",14,653,0,9,95388.696583735,1841.09406672256,19307.4733310065,-0.183107431905744
"Battersea",1945,"Oct",21,660,1,2,95760.4135666314,1859.83533753996,19480.8572471633,-0.184011547708724
"Battersea",1945,"Oct",28,667,1,4,96135.2814366964,1878.89184265161,19636.2909133922,-0.184712613364882
"Battersea",1945,"Nov",4,674,0,7,96512.9561781888,1898.23801468353,19773.7743296933,-0.185213851309318
"Battersea",1945,"Nov",11,681,2,2,96893.0937753674,1917.84828626176,19893.3074960666,-0.185518477214468
"Battersea",1945,"Nov",18,688,0,5,97275.3502124909,1937.69709001231,19994.890412512,-0.185629692240173
"Battersea",1945,"Nov",25,695,1,4,97659.3814738134,1957.75885856097,20078.5230790287,-0.185550675695470
"Battersea",1945,"Dec",2,702,3,4,98044.8435436028,1978.00802453424,20144.2054956187,-0.185284578102321
"Battersea",1945,"Dec",9,709,1,4,98431.3924061133,1998.41902055791,20191.9376622809,-0.184834514650156
"Battersea",1945,"Dec",16,716,0,5,98818.6840456036,2018.96627925801,20221.7195790153,-0.184203559028948
"Battersea",1945,"Dec",23,723,3,4,99206.3744463326,2039.62423326056,20233.5512458218,-0.183394737627506
"Battersea",1945,"Dec",30,730,0,10,99594.1195925588,2060.36731519158,20227.4326627005,-0.182411024082854
"Battersea",1946,"Jan",6,737,3,6,99981.5754685411,2081.1699576771,20203.3638296514,-0.181255334165807
"Battersea",1946,"Jan",13,744,2,10,100368.398058538,2102.00659334315,20161.3447466744,-0.179930520987278
"Battersea",1946,"Jan",20,751,1,4,100754.243346809,2122.85165481575,20101.3754137697,-0.178439370509384
"Battersea",1946,"Jan",27,758,1,8,101138.767317607,2143.67957472067,20023.4558309381,-0.176784597345045
"Battersea",1946,"Feb",3,765,3,4,101521.625955201,2164.46478568444,19927.5859981779,-0.174968840829360
"Battersea",1946,"Feb",10,772,0,6,101902.475243845,2185.18172033284,19813.7659154898,-0.172994661346283
"Battersea",1946,"Feb",17,779,3,11,102280.971167797,2205.80481129189,19681.9955828740,-0.170864536893294
"Battersea",1946,"Feb",24,786,1,12,102656.769711317,2226.30849118761,19532.2750003303,-0.168580859867392
"Battersea",1946,"Mar",3,793,15,13,103029.526858663,2246.66719264604,19364.6041678588,-0.166145934055345
"Battersea",1946,"Mar",10,800,11,13,103398.898594093,2266.85534829319,19178.9830854594,-0.163561971811297
"Battersea",1946,"Mar",17,807,39,6,103764.540901867,2286.84739075508,18975.4117531323,-0.160831091404915
"Battersea",1946,"Mar",24,814,25,10,104126.109766243,2306.61775265776,18753.8901708773,-0.157955314523348
"Battersea",1946,"Mar",31,821,43,13,104483.261171475,2326.140866627,18514.4183386974,-0.154936563910487
"Battersea",1946,"Apr",7,828,67,8,104835.651101832,2345.3911652893,18256.9962565870,-0.151776661126871
"Battersea",1946,"Apr",14,835,47,7,105182.935541567,2364.34308127045,17981.6239245487,-0.148477324414534
"Battersea",1946,"Apr",21,842,58,7,105524.770474940,2382.97104719648,17688.3013425826,-0.145040166649980
"Battersea",1946,"Apr",28,849,59,3,105860.811886208,2401.2494956934,17377.0285106887,-0.141466693369905
"Battersea",1946,"May",5,856,78,9,106190.715759631,2419.15285938725,17047.805428867,-0.137758300853651
"Battersea",1946,"May",12,863,46,6,106514.138079467,2436.65557090405,16700.6320971174,-0.133916274246818
"Battersea",1946,"May",19,870,55,10,106830.734829976,2453.73206286983,16335.5085154401,-0.129941785710484
"Battersea",1946,"May",26,877,47,10,107140.161995415,2470.35676791060,15952.4346838348,-0.125835892580610
"Battersea",1946,"Jun",2,884,92,4,107442.075560041,2486.50411865221,15551.4106023067,-0.121599535522316
"Battersea",1946,"Jun",9,891,64,9,107736.131508118,2502.14854772107,15132.4362708460,-0.117233536663355
"Battersea",1946,"Jun",16,898,79,8,108021.985823903,2517.264487743,14695.5116894576,-0.11273859769221
"Battersea",1946,"Jun",23,905,54,5,108299.294491653,2531.82637134403,14240.6368581413,-0.108115297904362
"Battersea",1946,"Jun",30,912,42,1,108567.713495628,2545.80863115018,13767.8117768971,-0.103364092181962
"Battersea",1946,"Jul",7,919,30,7,108826.951630617,2559.18909510743,13286.8861714896,-0.0985757380468978
"Battersea",1946,"Jul",14,926,22,6,109077.062274997,2571.96774529482,12815.6154099554,-0.0939120237656848
"Battersea",1946,"Jul",21,933,9,9,109318.237014442,2584.15344948135,12354.3606637690,-0.0893739917612917
"Battersea",1946,"Jul",28,940,17,9,109550.66780544,2595.75509927634,11903.1219329358,-0.0849594714492215
"Battersea",1946,"Aug",4,947,16,6,109774.546604484,2606.78158628951,11461.8992174449,-0.0806664013203378
"Battersea",1946,"Aug",11,954,11,6,109990.06536806,2617.24180213017,11030.6925173019,-0.0764928240293137
"Battersea",1946,"Aug",18,961,7,8,110197.416052656,2627.14463840776,10609.5018325067,-0.0724368817349099
"Battersea",1946,"Aug",25,968,7,10,110396.790614762,2636.49898673174,10198.3271630592,-0.0684968116755777
"Battersea",1946,"Sep",1,975,4,5,110588.381010864,2645.31373871155,9797.16850895966,-0.0646709419640161
"Battersea",1946,"Sep",8,982,8,14,110772.379197453,2653.59778595664,9406.02587020788,-0.060957687585774
"Battersea",1946,"Sep",15,989,5,6,110948.977131016,2661.36002007647,9024.89924680389,-0.0573555465879861
"Battersea",1946,"Sep",22,996,0,0,111118.366768043,2668.60933268048,8653.78863874774,-0.0538630964452635
"Battersea",1946,"Sep",29,1003,1,4,111280.740065019,2675.35461537804,8292.6940460436,-0.0504789905906759
"Battersea",1946,"Oct",6,1010,1,3,111436.288978437,2681.60475977876,7941.61546868294,-0.0472019551002994
"Battersea",1946,"Oct",13,1017,1,3,111585.205464784,2687.36865749201,7600.55290667007,-0.0440307855213714
"Battersea",1946,"Oct",20,1024,4,4,111727.681480548,2692.65520012724,7269.50636000505,-0.0409643438334004
"Battersea",1946,"Oct",27,1031,0,5,111863.908982218,2697.47327929389,6948.4758286878,-0.0380015555336053
"Battersea",1946,"Nov",3,1038,0,2,111994.079926282,2701.83178660142,6637.4613127184,-0.0351414068378216
"Battersea",1946,"Nov",10,1045,2,5,112118.386269229,2705.73961365927,6336.46281209678,-0.0323829419888287
"Battersea",1946,"Nov",17,1052,1,1,112237.019967547,2709.20565207689,6045.480326823,-0.0297252606645365
"Battersea",1946,"Nov",24,1059,1,4,112350.172977724,2712.23879346373,5764.51385689703,-0.0271675154789345
"Battersea",1946,"Dec",1,1066,3,1,112458.037256249,2714.84792942922,5493.563402322,-0.0247089095691857
"Battersea",1946,"Dec",8,1073,2,5,112560.804759612,2717.04195158286,5232.62896309152,-0.0223486942624567
"Battersea",1946,"Dec",15,1080,4,3,112658.667444301,2718.82975153407,4981.71053920886,-0.0200861668170678
"Battersea",1946,"Dec",22,1087,5,6,112751.817266803,2720.22022089229,4740.80813067402,-0.0179206682318958
"Battersea",1946,"Dec",29,1094,8,1,112840.446183608,2721.22225126698,4509.92173748696,-0.0158515811193222
"Battersea",1947,"Jan",5,1101,4,4,112924.746151204,2721.84473426759,4289.05135964774,-0.0138783276367227
"Battersea",1947,"Jan",12,1108,9,6,113004.909126080,2722.09656150356,4078.19699715631,-0.0120003674719985
"Battersea",1947,"Jan",19,1115,4,13,113081.127064723,2721.98662458435,3877.35865001271,-0.0102171958789116
"Battersea",1947,"Jan",26,1122,2,14,113153.591923623,2721.52381511939,3686.53631821691,-0.00852834175824382
"Battersea",1947,"Feb",2,1129,9,17,113222.495659267,2720.71702471816,3505.73000177102,-0.00693336578108366
"Battersea",1947,"Feb",9,1136,11,14,113288.030228146,2719.57514499008,3334.93970067072,-0.00543185855064635
"Battersea",1947,"Feb",16,1143,13,15,113350.387586747,2718.10706754461,3174.16541491825,-0.00402343879966543
"Battersea",1947,"Feb",23,1150,11,36,113409.759691558,2716.32168399120,3023.40714451357,-0.00270775161994482
"Battersea",1947,"Mar",2,1157,5,19,113466.338499069,2714.2278859393,2882.66488945672,-0.00148446672154496
"Battersea",1947,"Mar",9,1164,7,33,113520.315965768,2711.83456499835,2751.93864974768,-0.000353276718868761
"Battersea",1947,"Mar",16,1171,6,14,113571.884048142,2709.15061277781,2631.22842538644,0.000686104558750926
"Battersea",1947,"Mar",23,1178,7,40,113621.234702682,2706.18492088712,2520.53421637303,0.00163394373419626
"Battersea",1947,"Mar",30,1185,15,21,113668.559885875,2702.94638093573,2419.85602270741,0.00249048952949298
"Battersea",1947,"Apr",6,1192,13,31,113714.051554209,2699.44388453314,2329.19384439064,0.00325597439438695
"Battersea",1947,"Apr",13,1199,13,24,113757.901664174,2695.68632328871,2248.54768142053,0.00393061611832627
"Battersea",1947,"Apr",20,1206,11,11,113800.302172258,2691.68258881192,2177.91753379824,0.00451461942724904
"Battersea",1947,"Apr",27,1213,9,19,113841.445034949,2687.44157271224,2117.30340152375,0.00500817756673288
"Battersea",1947,"May",4,1220,10,21,113881.522208737,2682.97216659910,2066.70528459708,0.00541147387257826
"Battersea",1947,"May",11,1227,16,17,113920.725650108,2678.28326208197,2026.12318301823,0.00572468332993909
"Battersea",1947,"May",18,1234,11,22,113959.247315553,2673.38375077027,1995.55709678718,0.00594797412189104
"Battersea",1947,"May",25,1241,32,18,113997.279161560,2668.28252427347,1975.00702590395,0.00608150916818813
"Battersea",1947,"Jun",1,1248,28,16,114035.013144616,2662.98847420102,1964.47297036852,0.0061254476548063
"Battersea",1947,"Jun",8,1255,37,35,114072.641221211,2657.51049216242,1963.95493018086,0.00607994655472747
"Battersea",1947,"Jun",15,1262,29,19,114110.355347833,2651.857469767,1973.45290534094,0.00594516214026446
"Battersea",1947,"Jun",22,1269,31,13,114148.347480970,2646.03829862427,1992.96689584883,0.00572125148709937
"Battersea",1947,"Jun",29,1276,45,15,114186.809577112,2640.06187034368,2022.49690170454,0.00540837397004326
"Battersea",1947,"Jul",6,1283,24,27,114225.922894051,2633.93689325146,2059.50819952765,0.00502888205382773
"Battersea",1947,"Jul",13,1290,30,8,114265.741591747,2627.66989831497,2095.59121035996,0.00465650229494007
"Battersea",1947,"Jul",20,1297,17,10,114306.236518554,2621.26598926035,2130.07753745908,0.00429712732009635
"Battersea",1947,"Jul",27,1304,33,16,114347.377074099,2614.73024499512,2162.967180825,0.00395079516233559
"Battersea",1947,"Aug",3,1311,16,6,114389.132658010,2608.06774442675,2194.26014045773,0.00361754298116923
"Battersea",1947,"Aug",10,1318,13,11,114431.472669913,2601.28356646281,2223.95641635691,0.00329740709703469
"Battersea",1947,"Aug",17,1325,9,7,114474.366509436,2594.38279001066,2252.05600852326,0.00299042302591973
"Battersea",1947,"Aug",24,1332,1,5,114517.783576207,2587.37049397784,2278.55891695642,0.00269662551420167
"Battersea",1947,"Aug",31,1339,2,8,114561.693269853,2580.25175727187,2303.46514165638,0.00241604857361449
"Battersea",1947,"Sep",7,1346,6,2,114606.064990000,2573.03165880023,2326.77468262315,0.00214872551639014
"Battersea",1947,"Sep",14,1353,3,5,114650.868136277,2565.71527747041,2348.48753985672,0.00189468899054028
"Battersea",1947,"Sep",21,1360,2,2,114696.07210831,2558.30769218990,2368.60371335709,0.00165397101527306
"Battersea",1947,"Sep",28,1367,1,7,114741.646305727,2550.81398186621,2387.12320312427,0.00142660301653499
"Battersea",1947,"Oct",5,1374,3,4,114787.560128155,2543.23922540682,2404.04600915825,0.00121261586266985
"Battersea",1947,"Oct",12,1381,1,3,114833.782975221,2535.58850171932,2419.37213145887,0.00101203990018798
"Battersea",1947,"Oct",19,1388,2,4,114880.284246553,2527.86688971102,2433.10157002648,0.00082490498962515
"Battersea",1947,"Oct",26,1395,1,2,114927.033341778,2520.07946828949,2445.23432486089,0.000651240541518366
"Battersea",1947,"Nov",2,1402,4,2,114973.999660524,2512.23131636224,2455.77039596211,0.000491075552445255
"Battersea",1947,"Nov",9,1409,5,0,115021.152602417,2504.32751283676,2464.70978333014,0.000344438641156477
"Battersea",1947,"Nov",16,1416,7,2,115068.461567084,2496.37313662054,2472.05248696497,0.00021135808478156
"Battersea",1947,"Nov",23,1423,1,4,115115.895954154,2488.37326662108,2477.7985068666,9.18618551054977e-05
"Battersea",1947,"Nov",30,1430,1,2,115163.425163254,2480.33298174586,2481.94784303503,-1.40223450881778e-05
"Battersea",1947,"Dec",7,1437,2,0,115211.018594010,2472.25736090238,2484.50049547028,-0.000106267045611677
"Battersea",1947,"Dec",14,1444,3,0,115258.645646049,2464.15148299823,2485.45646417232,-0.000184844972406838
"Battersea",1947,"Dec",21,1451,1,3,115306.275719000,2456.02042694070,2484.81574914119,-0.000249729011026768
"Battersea",1947,"Dec",28,1458,9,0,115353.878212490,2447.8692716374,2482.57835037686,-0.000300892170053676
"Battersea",1948,"Jan",4,1465,0,1,115401.422526146,2439.70309599581,2478.74426787934,-0.000338307544473206
"Battersea",1948,"Jan",11,1472,3,5,115448.878059595,2431.52697892342,2473.31350164862,-0.00036194827899182
"Battersea",1948,"Jan",18,1479,4,3,115496.214212464,2423.34599932772,2466.28605168471,-0.000371787531303793
"Battersea",1948,"Jan",25,1486,5,1,115543.400384381,2415.16523611622,2457.6619179876,-0.000367798435306598
"Battersea",1948,"Feb",1,1493,13,1,115590.405974973,2406.98976819640,2447.4411005573,-0.000349954064264239
"Battersea",1948,"Feb",8,1500,41,5,115637.200383868,2398.82467447576,2435.6235993938,-0.000318227393917194
"Battersea",1948,"Feb",15,1507,35,5,115683.753010691,2390.67503386188,2422.20941449727,-0.00027259126553817
"Battersea",1948,"Feb",22,1514,68,7,115730.033255072,2382.54592526207,2407.1985458674,-0.000213018348927588
"Battersea",1948,"Feb",29,1521,67,8,115776.010516637,2374.44242758391,2390.59099350433,-0.000139481105354733
"Battersea",1948,"Mar",7,1528,59,4,115821.654195014,2366.3696197349,2372.38675740807,-5.19517504303415e-05
"Battersea",1948,"Mar",14,1535,85,3,115866.933689829,2358.33258062253,2352.58583757861,4.95977830854092e-05
"Battersea",1948,"Mar",21,1542,153,15,115911.818400711,2350.33638915429,2331.18823401595,0.000165195882547032
"Battersea",1948,"Mar",28,1549,101,11,115956.277727286,2342.38612423768,2308.19394672010,0.000294871292764258
"Battersea",1948,"Apr",4,1556,150,10,116000.281069181,2334.48686478019,2283.60297569106,0.000438653153424552
"Battersea",1948,"Apr",11,1563,121,15,116043.797826024,2326.64368968931,2257.41532092882,0.000596571036603623
"Battersea",1948,"Apr",18,1570,39,13,116086.797397443,2318.86167787263,2229.63098243372,0.000768654984368407
"Battersea",1948,"Apr",25,1577,50,12,116129.249183064,2311.14590823745,2200.24996020510,0.0009549355464921
"Battersea",1948,"May",2,1584,48,11,116171.122582515,2303.50145969136,2169.27225424329,0.00115544381825810
"Battersea",1948,"May",9,1591,41,16,116212.386995422,2295.93341114186,2136.69786454829,0.00137021147840157
"Battersea",1948,"May",16,1598,30,7,116253.011821415,2288.44684149644,2102.52679112009,0.00159927082716753
"Battersea",1948,"May",23,1605,42,27,116292.966460119,2281.04682966258,2066.75903395869,0.00184265482450633
"Battersea",1948,"May",30,1612,39,6,116332.220311162,2273.73845454779,2029.3945930641,0.00210039712841489
"Battersea",1948,"Jun",6,1619,40,12,116370.742774171,2266.52679505956,1990.43346843631,0.00237253213343348
"Battersea",1948,"Jun",13,1626,40,12,116408.503248773,2259.41693010545,1949.87566007582,0.00265909500930633
"Battersea",1948,"Jun",20,1633,28,14,116445.471134597,2252.41393859281,1907.72116798166,0.00296012173983754
"Battersea",1948,"Jun",27,1640,24,14,116481.615831269,2245.52289942920,1863.96999215431,0.00327564916190375
"Battersea",1948,"Jul",4,1647,28,15,116516.907588649,2238.74876782188,1818.89817504039,0.00360334479750981
"Battersea",1948,"Jul",11,1654,12,13,116551.337954767,2232.09340031343,1774.28617148777,0.00392794485982937
"Battersea",1948,"Jul",18,1661,22,10,116584.920791536,2225.55540700512,1730.45243375656,0.00424671535467128
"Battersea",1948,"Jul",25,1668,8,11,116617.671014387,2219.13324472252,1687.39696184677,0.00455965445245558
"Battersea",1948,"Aug",1,1675,11,22,116649.603538749,2212.82537029125,1645.11975575839,0.00486675991439846
"Battersea",1948,"Aug",8,1682,4,16,116680.733280052,2206.63024053688,1603.62081549142,0.00516802910038405
"Battersea",1948,"Aug",15,1689,7,31,116711.075153726,2200.5463122851,1562.90014104635,0.00546345897678413
"Battersea",1948,"Aug",22,1696,2,13,116740.644075201,2194.57204236134,1522.95773242220,0.00575304612424882
"Battersea",1948,"Aug",29,1703,3,24,116769.454959907,2188.70588759129,1483.79358961946,0.00603678674541954
"Battersea",1948,"Sep",5,1710,1,24,116797.522723273,2182.94630480052,1445.40771263813,0.00631467667263654
"Battersea",1948,"Sep",12,1717,2,16,116824.862280729,2177.29175081464,1407.80010147822,0.00658671137559177
"Battersea",1948,"Sep",19,1724,1,15,116851.488547706,2171.74068245925,1370.97075613972,0.00685288596895022
"Battersea",1948,"Sep",26,1731,1,9,116877.416439633,2166.29155655993,1334.91967662264,0.00711319521993959
"Battersea",1948,"Oct",3,1738,2,11,116902.660871940,2160.94282994228,1299.64686292696,0.00736763355591035
"Battersea",1948,"Oct",10,1745,3,7,116927.236760056,2155.69295943189,1265.15231505270,0.00761619507186889
"Battersea",1948,"Oct",17,1752,3,15,116951.159019412,2150.54040185443,1231.43603300025,0.00785887353798367
"Battersea",1948,"Oct",24,1759,1,9,116974.442565438,2145.48361403536,1198.49801676881,0.00809566240708342
"Battersea",1948,"Oct",31,1766,3,8,116997.102313562,2140.52105280034,1166.33826635878,0.00832655482210722
